timestamps,open,high,low,close,volume,amount
2021-09-21 03:00:00,42900.01,42971.14,42574.53,42683.01,1706.176,72824727.26976
2021-09-21 04:00:00,42683.02,42890.76,42306.9,42433.08,2188.4508,92862707.872464
2021-09-21 05:00:00,42433.09,42750.28,42172.24,42564.99,1894.67936,80647008.0116064
2021-09-21 06:00:00,42565.0,43076.99,42556.03,42894.7,2010.90361,86257107.07986699
2021-09-21 07:00:00,42894.71,43340.0,42750.0,43301.07,2199.16055,95226004.9167885
2021-09-21 08:00:00,43301.08,43477.99,43050.0,43266.17,2293.86024,99246547.10008079
2021-09-21 09:00:00,43266.18,43425.92,43063.19,43149.96,1681.02726,72536259.0279096
2021-09-21 10:00:00,43149.96,43639.0,43065.68,43446.17,1880.18072,81686651.19184239
2021-09-21 11:00:00,43446.17,43562.95,43229.41,43288.97,1467.9509,63546082.471573
2021-09-21 12:00:00,43288.97,43550.0,43071.64,43116.0,2304.15423,99345913.78068
2021-09-21 13:00:00,43121.13,43331.23,42793.0,43131.0,2573.59888,111001893.29328
2021-09-21 14:00:00,43131.0,43169.51,42146.13,42429.75,3812.87554,161779355.943315
2021-09-21 15:00:00,42429.75,43315.0,42317.0,43072.81,2531.17527,109024831.4814087
2021-09-21 16:00:00,43072.81,43295.66,42360.46,42446.3,2542.15884,107905236.77029201
2021-09-21 17:00:00,42446.3,42595.0,41502.0,41691.42,4137.70624,172506848.6884608
2021-09-21 18:00:00,41691.43,42831.7,41628.0,42196.41,4595.4894,193913154.87305403
2021-09-21 19:00:00,42196.41,42484.47,41705.13,42013.63,2603.0242,109362495.61984599
2021-09-21 20:00:00,42010.81,42331.87,40738.63,40960.32,5540.16874,226927084.4443968
2021-09-21 21:00:00,40960.32,41963.44,39600.0,41379.1,8654.395002,358111076.22725815
2021-09-21 22:00:00,41379.11,41650.6,40451.23,40508.13,4254.7308,172351188.361404
2021-09-21 23:00:00,40520.0,41061.75,40216.2,40734.38,5002.64255,203779542.63586897
2021-09-22 00:00:00,40734.09,41487.66,40565.39,41017.29,4446.77901,182394824.21908292
2021-09-22 01:00:00,41019.67,42360.0,40806.68,42199.99,4958.0543,209229841.87945697
2021-09-22 02:00:00,42200.0,42288.04,41891.69,42030.0,1919.53728,80678151.8784
2021-09-22 03:00:00,42028.42,42420.75,42000.0,42052.09,2202.56208,92622338.8187472
2021-09-22 04:00:00,42055.55,42215.97,41820.01,41890.0,1755.65155,73544243.4295
2021-09-22 05:00:00,41890.01,42220.0,41840.0,42018.73,1460.1174,61352278.798902005
2021-09-22 06:00:00,42018.7,42369.99,41860.03,42326.66,1778.00888,75257177.34074081
2021-09-22 07:00:00,42326.65,42749.4,42129.19,42540.0,2663.9722,113325377.38800001
2021-09-22 08:00:00,42541.23,42618.55,42229.51,42289.81,1752.80119,74125629.29287389
2021-09-22 09:00:00,42289.81,42448.7,42117.23,42389.81,1703.54293,72212861.1295433
2021-09-22 10:00:00,42389.82,42499.99,41952.0,42153.04,1707.04543,71957154.2926072
2021-09-22 11:00:00,42153.04,42205.0,41841.46,41928.32,1725.75383,72357958.8254656
2021-09-22 12:00:00,41928.31,42240.06,41874.65,42184.75,1345.73738,56769594.940955
2021-09-22 13:00:00,42184.75,42675.46,42064.28,42372.29,2335.13542,98945035.20551181
